instance,casual,registered,count,season,year,month,holiday,weekday,workingday,weathertype,tempdenorm,acttempdenorm,humiditydenorm,windspeeddenorm
183,2204,2915,5119,Fall,Year 2011,Jul,Not A Holiday,Sat,Not A Working Day,Clear:Good,30.271653,33.3654,44.4583,7.709154
184,2282,2367,4649,Fall,Year 2011,Jul,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,29.383347,33.42875,68.25,15.333486
185,3065,2978,6043,Fall,Year 2011,Jul,Holiday,Mon,Not A Working Day,Cloudy:Adequet,29.793347,33.27085,63.7917,5.4591064
186,1031,3634,4665,Fall,Year 2011,Jul,Not A Holiday,Tues,Working Day,Clear:Good,30.613347,34.8169,59.0417,8.459286
187,784,3845,4629,Fall,Year 2011,Jul,Not A Holiday,Wed,Working Day,Clear:Good,29.52,34.28165,74.3333,10.042161
188,754,3838,4592,Fall,Year 2011,Jul,Not A Holiday,Thr,Working Day,Clear:Good,30.75,34.34355,65.125,10.6664
189,692,3348,4040,Fall,Year 2011,Jul,Not A Holiday,Fri,Working Day,Cloudy:Adequet,29.075847,33.52415,75.7917,15.083643
190,1988,3348,5336,Fall,Year 2011,Jul,Not A Holiday,Sat,Not A Working Day,Clear:Good,30.066653,33.2079,60.9167,11.250104
191,1743,3138,4881,Fall,Year 2011,Jul,Not A Holiday,Sun,Not A Working Day,Clear:Good,30.6475,34.50125,57.8333,12.292557
192,723,3363,4086,Fall,Year 2011,Jul,Not A Holiday,Mon,Working Day,Clear:Good,31.2625,36.4902,63.5833,18.916579
193,662,3596,4258,Fall,Year 2011,Jul,Not A Holiday,Tues,Working Day,Clear:Good,32.560847,36.96375,55.9167,13.417018
194,748,3594,4342,Fall,Year 2011,Jul,Not A Holiday,Wed,Working Day,Clear:Good,30.613347,34.4702,63.1667,9.790911
195,888,4196,5084,Fall,Year 2011,Jul,Not A Holiday,Thr,Working Day,Clear:Good,27.914153,31.7552,47.625,16.124689
196,1318,4220,5538,Fall,Year 2011,Jul,Not A Holiday,Fri,Working Day,Clear:Good,27.196653,31.21855,59.125,12.249811
197,2418,3505,5923,Fall,Year 2011,Jul,Not A Holiday,Sat,Not A Working Day,Clear:Good,28.153347,31.91315,58.5,13.958914
198,2006,3296,5302,Fall,Year 2011,Jul,Not A Holiday,Sun,Not A Working Day,Clear:Good,29.485847,33.49165,60.4167,16.417211
199,841,3617,4458,Fall,Year 2011,Jul,Not A Holiday,Mon,Working Day,Clear:Good,30.613347,35.19625,65.125,14.458868
200,752,3789,4541,Fall,Year 2011,Jul,Not A Holiday,Tues,Working Day,Clear:Good,31.843347,37.37395,65.0417,8.7502
201,644,3688,4332,Fall,Year 2011,Jul,Not A Holiday,Wed,Working Day,Clear:Good,31.501653,37.3425,70.7083,7.625739
202,632,3152,3784,Fall,Year 2011,Jul,Not A Holiday,Thr,Working Day,Cloudy:Adequet,33.415,41.31855,69.125,14.875407
203,562,2825,3387,Fall,Year 2011,Jul,Not A Holiday,Fri,Working Day,Clear:Good,34.781653,42.0448,58.0417,8.9177
204,987,2298,3285,Fall,Year 2011,Jul,Not A Holiday,Sat,Not A Working Day,Clear:Good,34.815847,40.21435,50,8.791807
205,1050,2556,3606,Fall,Year 2011,Jul,Not A Holiday,Sun,Not A Working Day,Clear:Good,34.03,39.74145,55.0833,11.334457
206,568,3272,3840,Fall,Year 2011,Jul,Not A Holiday,Mon,Working Day,Clear:Good,30.476653,36.0479,75.7083,6.0841561
207,750,3840,4590,Fall,Year 2011,Jul,Not A Holiday,Tues,Working Day,Clear:Good,31.638347,34.84895,54.0833,13.417286
208,755,3901,4656,Fall,Year 2011,Jul,Not A Holiday,Wed,Working Day,Clear:Good,31.775,34.53335,40.2917,12.292021
209,606,3784,4390,Fall,Year 2011,Jul,Not A Holiday,Thr,Working Day,Clear:Good,31.945847,36.995,58.3333,11.958093
210,670,3176,3846,Fall,Year 2011,Jul,Not A Holiday,Fri,Working Day,Clear:Good,34.371653,39.29835,54.25,11.667246
211,1559,2916,4475,Fall,Year 2011,Jul,Not A Holiday,Sat,Not A Working Day,Clear:Good,32.970847,36.42685,46.5833,11.291979
212,1524,2778,4302,Fall,Year 2011,Jul,Not A Holiday,Sun,Not A Working Day,Clear:Good,33.039153,36.4898,48.0833,11.042471
213,729,3537,4266,Fall,Year 2011,Aug,Not A Holiday,Mon,Working Day,Clear:Good,31.638347,35.1646,55.0833,10.500039
214,801,4044,4845,Fall,Year 2011,Aug,Not A Holiday,Tues,Working Day,Clear:Good,32.116653,35.35355,49.125,13.79195
215,467,3107,3574,Fall,Year 2011,Aug,Not A Holiday,Wed,Working Day,Cloudy:Adequet,29.998347,33.99685,65.75,9.084061
216,799,3777,4576,Fall,Year 2011,Aug,Not A Holiday,Thr,Working Day,Cloudy:Adequet,29.11,33.2394,75.75,13.20905
217,1023,3843,4866,Fall,Year 2011,Aug,Not A Holiday,Fri,Working Day,Clear:Good,29.144153,32.82835,63.0833,12.374632
218,1521,2773,4294,Fall,Year 2011,Aug,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,29.383347,33.8077,75.5,15.29275
219,1298,2487,3785,Fall,Year 2011,Aug,Not A Holiday,Sun,Not A Working Day,Clear:Good,30.4425,35.7646,75.2917,13.499629
220,846,3480,4326,Fall,Year 2011,Aug,Not A Holiday,Mon,Working Day,Clear:Good,31.365,35.16415,59.2083,12.875725
221,907,3695,4602,Fall,Year 2011,Aug,Not A Holiday,Tues,Working Day,Clear:Good,31.775,36.20605,57.0417,10.125107
222,884,3896,4780,Fall,Year 2011,Aug,Not A Holiday,Wed,Working Day,Clear:Good,31.433347,34.24915,42.4167,13.417286
223,812,3980,4792,Fall,Year 2011,Aug,Not A Holiday,Thr,Working Day,Clear:Good,29.4175,32.57605,42.375,11.041332
224,1051,3854,4905,Fall,Year 2011,Aug,Not A Holiday,Fri,Working Day,Clear:Good,29.041653,32.7021,41.5,8.416607
225,1504,2646,4150,Fall,Year 2011,Aug,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,28.119153,32.2929,72.9583,14.167418
226,1338,2482,3820,Fall,Year 2011,Aug,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,27.743347,31.2194,81.75,14.916411
227,775,3563,4338,Fall,Year 2011,Aug,Not A Holiday,Mon,Working Day,Clear:Good,27.299153,30.80835,71.2083,13.999918
228,721,4004,4725,Fall,Year 2011,Aug,Not A Holiday,Tues,Working Day,Clear:Good,28.734153,32.29185,57.8333,15.834043
229,668,4026,4694,Fall,Year 2011,Aug,Not A Holiday,Wed,Working Day,Clear:Good,29.656653,33.33355,57.5417,9.625689
230,639,3166,3805,Fall,Year 2011,Aug,Not A Holiday,Thr,Working Day,Clear:Good,29.178347,33.1129,65.4583,15.624936
231,797,3356,4153,Fall,Year 2011,Aug,Not A Holiday,Fri,Working Day,Cloudy:Adequet,28.085,31.66105,72.2917,9.333636
232,1914,3277,5191,Fall,Year 2011,Aug,Not A Holiday,Sat,Not A Working Day,Clear:Good,28.5975,32.4498,67.4167,6.999289
233,1249,2624,3873,Fall,Year 2011,Aug,Not A Holiday,Sun,Not A Working Day,Clear:Good,29.144153,33.77625,77,16.666518
234,833,3925,4758,Fall,Year 2011,Aug,Not A Holiday,Mon,Working Day,Clear:Good,28.358347,31.9127,47,18.54225
235,1281,4614,5895,Fall,Year 2011,Aug,Not A Holiday,Tues,Working Day,Clear:Good,26.274153,30.30335,45.5417,9.833121
236,949,4181,5130,Fall,Year 2011,Aug,Not A Holiday,Wed,Working Day,Clear:Good,27.606653,31.5346,60.5,16.958236
237,435,3107,3542,Fall,Year 2011,Aug,Not A Holiday,Thr,Working Day,Cloudy:Adequet,28.050847,32.2927,77.1667,14.125811
238,768,3893,4661,Fall,Year 2011,Aug,Not A Holiday,Fri,Working Day,Clear:Good,28.7,32.98665,76.125,5.6254875
239,226,889,1115,Fall,Year 2011,Aug,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,27.88,31.7778,85,25.166339
240,1415,2919,4334,Fall,Year 2011,Aug,Not A Holiday,Sun,Not A Working Day,Clear:Good,28.989419,32.39795,56.1765,20.412153
241,729,3905,4634,Fall,Year 2011,Aug,Not A Holiday,Mon,Working Day,Clear:Good,26.103347,30.3979,55.4583,10.708275
242,775,4429,5204,Fall,Year 2011,Aug,Not A Holiday,Tues,Working Day,Clear:Good,26.205847,29.7352,54.8333,8.375536
243,688,4370,5058,Fall,Year 2011,Aug,Not A Holiday,Wed,Working Day,Clear:Good,26.923347,30.55605,59.7917,5.5833311
244,783,4332,5115,Fall,Year 2011,Sept,Not A Holiday,Thr,Working Day,Clear:Good,26.855,30.74605,63.9167,9.500332
245,875,3852,4727,Fall,Year 2011,Sept,Not A Holiday,Fri,Working Day,Cloudy:Adequet,26.376653,30.2404,72.7083,9.375243
246,1935,2549,4484,Fall,Year 2011,Sept,Not A Holiday,Sat,Not A Working Day,Clear:Good,27.435847,31.66065,71.6667,12.416775
247,2521,2419,4940,Fall,Year 2011,Sept,Not A Holiday,Sun,Not A Working Day,Clear:Good,29.075847,33.27145,74.2083,13.833289
248,1236,2115,3351,Fall,Year 2011,Sept,Holiday,Mon,Not A Working Day,Cloudy:Adequet,27.606653,31.2823,79.0417,14.250632
249,204,2506,2710,Fall,Year 2011,Sept,Not A Holiday,Tues,Working Day,LightRain:Bad,22.14,25.76,88.6957,23.044181
250,118,1878,1996,Fall,Year 2011,Sept,Not A Holiday,Wed,Working Day,LightRain:Bad,24.565847,27.21145,91.7083,6.5003936
251,153,1689,1842,Fall,Year 2011,Sept,Not A Holiday,Thr,Working Day,LightRain:Bad,25.990433,27.76805,93.9565,12.914116
252,417,3127,3544,Fall,Year 2011,Sept,Not A Holiday,Fri,Working Day,Cloudy:Adequet,26.65,28.9473,89.7917,8.333393
253,1750,3595,5345,Fall,Year 2011,Sept,Not A Holiday,Sat,Not A Working Day,Clear:Good,27.06,30.3981,75.375,10.291736
254,1633,3413,5046,Fall,Year 2011,Sept,Not A Holiday,Sun,Not A Working Day,Clear:Good,26.786653,30.46145,71.375,7.708618
255,690,4023,4713,Fall,Year 2011,Sept,Not A Holiday,Mon,Working Day,Clear:Good,26.418268,30.1065,69.2174,5.957171
256,701,4062,4763,Fall,Year 2011,Sept,Not A Holiday,Tues,Working Day,Clear:Good,26.684153,30.1777,71.25,9.500868
257,647,4138,4785,Fall,Year 2011,Sept,Not A Holiday,Wed,Working Day,Clear:Good,27.606653,31.345,69.7083,11.2091
258,428,3231,3659,Fall,Year 2011,Sept,Not A Holiday,Thr,Working Day,Cloudy:Adequet,23.6775,27.68355,70.9167,18.166782
259,742,4018,4760,Fall,Year 2011,Sept,Not A Holiday,Fri,Working Day,Cloudy:Adequet,19.235847,23.07375,59.0417,11.000261
260,1434,3077,4511,Fall,Year 2011,Sept,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,20.158347,23.9256,71.8333,12.708225
261,1353,2921,4274,Fall,Year 2011,Sept,Not A Holiday,Sun,Not A Working Day,Clear:Good,20.8075,24.52685,69.5,11.958361
262,691,3848,4539,Fall,Year 2011,Sept,Not A Holiday,Mon,Working Day,Cloudy:Adequet,22.515847,26.48375,69,10.166714
263,438,3203,3641,Fall,Year 2011,Sept,Not A Holiday,Tues,Working Day,Cloudy:Adequet,23.028347,26.61085,88.125,9.041918
264,539,3813,4352,Fall,Year 2011,Sept,Not A Holiday,Wed,Working Day,Cloudy:Adequet,24.395,27.52665,90,6.4590814
265,555,4240,4795,Fall,Year 2011,Sept,Not A Holiday,Thr,Working Day,Cloudy:Adequet,25.761653,27.74815,90.2083,8.584375
266,258,2137,2395,Winter,Year 2011,Sept,Not A Holiday,Fri,Working Day,Cloudy:Adequet,24.975847,26.10625,97.25,5.2505689
267,1776,3647,5423,Winter,Year 2011,Sept,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,24.873347,28.2206,86.25,5.2516811
268,1544,3466,5010,Winter,Year 2011,Sept,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,26.000847,28.63185,84.5,3.3754064
269,684,3946,4630,Winter,Year 2011,Sept,Not A Holiday,Mon,Working Day,Cloudy:Adequet,26.615847,29.4521,84.8333,7.4169
270,477,3643,4120,Winter,Year 2011,Sept,Not A Holiday,Tues,Working Day,Cloudy:Adequet,26.103347,28.72625,88.5417,7.917457
271,480,3427,3907,Winter,Year 2011,Sept,Not A Holiday,Wed,Working Day,Cloudy:Adequet,26.035,28.7579,84.875,9.958143
272,653,4186,4839,Winter,Year 2011,Sept,Not A Holiday,Thr,Working Day,Clear:Good,25.283347,28.7256,69.9167,11.583161
273,830,4372,5202,Winter,Year 2011,Sept,Not A Holiday,Fri,Working Day,Clear:Good,23.130847,27.24145,64.75,13.833825
274,480,1949,2429,Winter,Year 2011,Oct,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,16.81,20.64315,75.375,19.583832
275,616,2302,2918,Winter,Year 2011,Oct,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,14.623347,17.26585,79.1667,14.874871
276,330,3240,3570,Winter,Year 2011,Oct,Not A Holiday,Mon,Working Day,Cloudy:Adequet,15.750847,19.6023,76.0833,5.5841686
277,486,3970,4456,Winter,Year 2011,Oct,Not A Holiday,Tues,Working Day,Clear:Good,19.850847,23.6429,71,13.792218
278,559,4267,4826,Winter,Year 2011,Oct,Not A Holiday,Wed,Working Day,Clear:Good,22.071653,26.3569,64.7917,11.87575
279,639,4126,4765,Winter,Year 2011,Oct,Not A Holiday,Thr,Working Day,Clear:Good,20.260847,24.02125,62.0833,9.041918
280,949,4036,4985,Winter,Year 2011,Oct,Not A Holiday,Fri,Working Day,Clear:Good,20.944153,25.2202,68.4167,1.5002439
281,2235,3174,5409,Winter,Year 2011,Oct,Not A Holiday,Sat,Not A Working Day,Clear:Good,21.388347,25.6621,70.125,3.0420814
282,2397,3114,5511,Winter,Year 2011,Oct,Not A Holiday,Sun,Not A Working Day,Clear:Good,22.174153,26.19915,72.75,4.25115
283,1514,3603,5117,Winter,Year 2011,Oct,Holiday,Mon,Not A Working Day,Clear:Good,23.404153,27.14625,73.375,2.8343814
284,667,3896,4563,Winter,Year 2011,Oct,Not A Holiday,Tues,Working Day,Cloudy:Adequet,23.233347,27.3048,80.875,9.583814
285,217,2199,2416,Winter,Year 2011,Oct,Not A Holiday,Wed,Working Day,LightRain:Bad,22.276653,25.88585,90.625,16.62605
286,290,2623,2913,Winter,Year 2011,Oct,Not A Holiday,Thr,Working Day,Cloudy:Adequet,24.155847,27.5902,89.6667,9.499729
287,529,3115,3644,Winter,Year 2011,Oct,Not A Holiday,Fri,Working Day,Cloudy:Adequet,22.584153,26.48375,71.625,15.000161
288,1899,3318,5217,Winter,Year 2011,Oct,Not A Holiday,Sat,Not A Working Day,Clear:Good,20.773347,24.93625,48.3333,17.291561
289,1748,3293,5041,Winter,Year 2011,Oct,Not A Holiday,Sun,Not A Working Day,Clear:Good,20.978347,25.1577,48.6667,18.875039
290,713,3857,4570,Winter,Year 2011,Oct,Not A Holiday,Mon,Working Day,Clear:Good,21.900847,25.53625,57.9583,11.750393
291,637,4111,4748,Winter,Year 2011,Oct,Not A Holiday,Tues,Working Day,Cloudy:Adequet,21.8325,26.13605,70.1667,7.375829
292,254,2170,2424,Winter,Year 2011,Oct,Not A Holiday,Wed,Working Day,LightRain:Bad,22.211299,25.6924,89.5217,16.303713
293,471,3724,4195,Winter,Year 2011,Oct,Not A Holiday,Thr,Working Day,Clear:Good,19.509153,23.32625,63.625,28.292425
294,676,3628,4304,Winter,Year 2011,Oct,Not A Holiday,Fri,Working Day,Clear:Good,17.5275,21.1798,57.4167,14.833532
295,1499,2809,4308,Winter,Year 2011,Oct,Not A Holiday,Sat,Not A Working Day,Clear:Good,17.3225,21.2746,62.9167,6.2086689
296,1619,2762,4381,Winter,Year 2011,Oct,Not A Holiday,Sun,Not A Working Day,Clear:Good,17.288347,21.11665,74.125,6.6673375
297,699,3488,4187,Winter,Year 2011,Oct,Not A Holiday,Mon,Working Day,Clear:Good,18.996653,22.85335,77.2083,7.959064
298,695,3992,4687,Winter,Year 2011,Oct,Not A Holiday,Tues,Working Day,Clear:Good,19.338347,23.16875,62.2917,11.166086
299,404,3490,3894,Winter,Year 2011,Oct,Not A Holiday,Wed,Working Day,Cloudy:Adequet,19.850847,23.6423,72.0417,9.959014
300,240,2419,2659,Winter,Year 2011,Oct,Not A Holiday,Thr,Working Day,Cloudy:Adequet,19.27,22.8523,81.2917,13.250121
301,456,3291,3747,Winter,Year 2011,Oct,Not A Holiday,Fri,Working Day,Cloudy:Adequet,13.564153,15.9406,58.5833,15.375093
302,57,570,627,Winter,Year 2011,Oct,Not A Holiday,Sat,Not A Working Day,LightRain:Bad,10.420847,11.39565,88.25,23.541857
303,885,2446,3331,Winter,Year 2011,Oct,Not A Holiday,Sun,Not A Working Day,Clear:Good,13.085847,16.06645,62.375,11.833339
304,362,3307,3669,Winter,Year 2011,Oct,Not A Holiday,Mon,Working Day,Clear:Good,13.94,17.80315,70.3333,7.12545
305,410,3658,4068,Winter,Year 2011,Nov,Not A Holiday,Tues,Working Day,Clear:Good,16.434153,19.8544,68.375,9.083257
306,370,3816,4186,Winter,Year 2011,Nov,Not A Holiday,Wed,Working Day,Clear:Good,15.4775,19.50665,71.875,5.5001439
307,318,3656,3974,Winter,Year 2011,Nov,Not A Holiday,Thr,Working Day,Clear:Good,16.741653,20.29605,70.2083,9.166739
308,470,3576,4046,Winter,Year 2011,Nov,Not A Holiday,Fri,Working Day,Cloudy:Adequet,16.536653,20.1696,62.25,18.209193
309,1156,2770,3926,Winter,Year 2011,Nov,Not A Holiday,Sat,Not A Working Day,Clear:Good,13.393347,16.1927,51.9167,12.667154
310,952,2697,3649,Winter,Year 2011,Nov,Not A Holiday,Sun,Not A Working Day,Clear:Good,14.281653,18.1179,73.4583,6.1676314
311,373,3662,4035,Winter,Year 2011,Nov,Not A Holiday,Mon,Working Day,Clear:Good,16.195,20.04355,75.875,3.834075
312,376,3829,4205,Winter,Year 2011,Nov,Not A Holiday,Tues,Working Day,Clear:Good,16.741653,20.6123,72.1667,4.6255125
313,305,3804,4109,Winter,Year 2011,Nov,Not A Holiday,Wed,Working Day,Clear:Good,16.4,20.45395,75.8333,4.1671186
314,190,2743,2933,Winter,Year 2011,Nov,Not A Holiday,Thr,Working Day,Cloudy:Adequet,15.58,18.68605,81.3333,12.667489
315,440,2928,3368,Winter,Year 2011,Nov,Holiday,Fri,Not A Working Day,Clear:Good,13.290847,15.34085,44.625,21.083225
316,1275,2792,4067,Winter,Year 2011,Nov,Not A Holiday,Sat,Not A Working Day,Clear:Good,14.623347,17.8971,55.2917,14.208154
317,1004,2713,3717,Winter,Year 2011,Nov,Not A Holiday,Sun,Not A Working Day,Clear:Good,18.074153,21.5275,45.8333,18.875307
318,595,3891,4486,Winter,Year 2011,Nov,Not A Holiday,Mon,Working Day,Clear:Good,21.73,26.2306,58.7083,20.541932
319,449,3746,4195,Winter,Year 2011,Nov,Not A Holiday,Tues,Working Day,Cloudy:Adequet,21.73,25.37895,68.875,13.375411
320,145,1672,1817,Winter,Year 2011,Nov,Not A Holiday,Wed,Working Day,LightRain:Bad,18.723347,22.5994,93,9.167543
321,139,2914,3053,Winter,Year 2011,Nov,Not A Holiday,Thr,Working Day,Cloudy:Adequet,14.008347,16.16105,57.5833,20.459254
322,245,3147,3392,Winter,Year 2011,Nov,Not A Holiday,Fri,Working Day,Clear:Good,11.240847,13.63605,41,11.291711
323,943,2720,3663,Winter,Year 2011,Nov,Not A Holiday,Sat,Not A Working Day,Clear:Good,13.495847,16.22415,50.2083,15.041232
324,787,2733,3520,Winter,Year 2011,Nov,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,18.996653,22.8529,68.4583,12.45865
325,220,2545,2765,Winter,Year 2011,Nov,Not A Holiday,Mon,Working Day,LightRain:Bad,18.3475,22.2531,91,9.249618
326,69,1538,1607,Winter,Year 2011,Nov,Not A Holiday,Tues,Working Day,LightRain:Bad,17.083347,21.0848,96.25,7.959064
327,112,2454,2566,Winter,Year 2011,Nov,Not A Holiday,Wed,Working Day,Cloudy:Adequet,18.074153,21.52685,75.7917,22.500275
328,560,935,1495,Winter,Year 2011,Nov,Holiday,Thr,Not A Working Day,Clear:Good,15.306653,18.62355,54.9167,11.209368
329,1095,1697,2792,Winter,Year 2011,Nov,Not A Holiday,Fri,Working Day,Clear:Good,15.375,19.03355,64.375,6.6260186
330,1249,1819,3068,Winter,Year 2011,Nov,Not A Holiday,Sat,Not A Working Day,Clear:Good,15.409153,19.25435,68.1667,4.5841936
331,810,2261,3071,Winter,Year 2011,Nov,Not A Holiday,Sun,Not A Working Day,Clear:Good,18.825847,22.79,69.8333,13.999918
332,253,3614,3867,Winter,Year 2011,Nov,Not A Holiday,Mon,Working Day,Clear:Good,20.642598,24.5061,74.3043,9.522174
333,96,2818,2914,Winter,Year 2011,Nov,Not A Holiday,Tues,Working Day,Cloudy:Adequet,18.791653,22.56875,83.0833,17.292164
334,188,3425,3613,Winter,Year 2011,Nov,Not A Holiday,Wed,Working Day,Clear:Good,13.325,15.56105,61.3333,18.167586
335,182,3545,3727,Winter,Year 2011,Dec,Not A Holiday,Thr,Working Day,Clear:Good,12.8125,15.2777,52.4583,14.750586
336,268,3672,3940,Winter,Year 2011,Dec,Not A Holiday,Fri,Working Day,Clear:Good,12.880847,16.57165,62.5833,6.750518
337,706,2908,3614,Winter,Year 2011,Dec,Not A Holiday,Sat,Not A Working Day,Clear:Good,12.265847,15.5302,61.2917,6.4174811
338,634,2851,3485,Winter,Year 2011,Dec,Not A Holiday,Sun,Not A Working Day,Clear:Good,13.564153,17.455,77.5833,5.6252061
339,233,3578,3811,Winter,Year 2011,Dec,Not A Holiday,Mon,Working Day,Cloudy:Adequet,15.819153,19.69625,82.7083,4.1679561
340,126,2468,2594,Winter,Year 2011,Dec,Not A Holiday,Tues,Working Day,LightRain:Bad,18.9625,22.82,94.9583,15.583061
341,50,655,705,Winter,Year 2011,Dec,Not A Holiday,Wed,Working Day,LightRain:Bad,16.81,20.0123,97.0417,17.833725
342,150,3172,3322,Winter,Year 2011,Dec,Not A Holiday,Thr,Working Day,Clear:Good,10.899153,12.8469,58,16.083886
343,261,3359,3620,Winter,Year 2011,Dec,Not A Holiday,Fri,Working Day,Clear:Good,11.924153,15.8771,69.5833,5.5420189
344,502,2688,3190,Winter,Year 2011,Dec,Not A Holiday,Sat,Not A Working Day,Clear:Good,11.275,13.3206,50.75,15.625807
345,377,2366,2743,Winter,Year 2011,Dec,Not A Holiday,Sun,Not A Working Day,Clear:Good,9.054153,12.6577,49,4.4582939
346,143,3167,3310,Winter,Year 2011,Dec,Not A Holiday,Mon,Working Day,Clear:Good,9.771653,13.5098,67.0833,4.25115
347,155,3368,3523,Winter,Year 2011,Dec,Not A Holiday,Tues,Working Day,Clear:Good,11.5825,15.0569,59,9.41685
348,178,3562,3740,Winter,Year 2011,Dec,Not A Holiday,Wed,Working Day,Cloudy:Adequet,13.0175,16.9181,66.375,4.0842061
349,181,3528,3709,Winter,Year 2011,Dec,Not A Holiday,Thr,Working Day,Cloudy:Adequet,17.3225,20.61185,63.4167,17.958814
350,178,3399,3577,Winter,Year 2011,Dec,Not A Holiday,Fri,Working Day,Cloudy:Adequet,15.375,17.99125,50.0417,17.458525
351,275,2464,2739,Winter,Year 2011,Dec,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,10.591653,12.46855,56.0833,16.292189
352,220,2211,2431,Winter,Year 2011,Dec,Not A Holiday,Sun,Not A Working Day,Clear:Good,9.771653,12.27895,58.625,11.375193
353,260,3143,3403,Winter,Year 2011,Dec,Not A Holiday,Mon,Working Day,Clear:Good,11.343347,14.04665,63.75,11.584032
354,216,3534,3750,Winter,Year 2011,Dec,Not A Holiday,Tues,Working Day,Cloudy:Adequet,15.819153,19.8227,59.5417,4.1252436
355,107,2553,2660,Spring,Year 2011,Dec,Not A Holiday,Wed,Working Day,Cloudy:Adequet,17.561653,21.40085,85.8333,14.8338
356,227,2841,3068,Spring,Year 2011,Dec,Not A Holiday,Thr,Working Day,Cloudy:Adequet,17.356653,21.30605,75.75,3.167425
357,163,2046,2209,Spring,Year 2011,Dec,Not A Holiday,Fri,Working Day,Clear:Good,15.306653,18.87565,68.625,18.374482
358,155,856,1011,Spring,Year 2011,Dec,Not A Holiday,Sat,Not A Working Day,Clear:Good,12.4025,14.9621,54.25,12.750368
359,303,451,754,Spring,Year 2011,Dec,Not A Holiday,Sun,Not A Working Day,Clear:Good,11.266103,13.99805,68.1304,10.391097
360,430,887,1317,Spring,Year 2011,Dec,Holiday,Mon,Not A Working Day,Clear:Good,13.191299,15.77675,50.6957,16.044155
361,103,1059,1162,Spring,Year 2011,Dec,Not A Holiday,Tues,Working Day,Cloudy:Adequet,13.325,16.38165,76.25,12.62615
362,255,2047,2302,Spring,Year 2011,Dec,Not A Holiday,Wed,Working Day,Clear:Good,12.26433,13.9987,50.3913,19.695387
363,254,2169,2423,Spring,Year 2011,Dec,Not A Holiday,Thr,Working Day,Clear:Good,10.181653,13.1946,57.4167,8.000604
364,491,2508,2999,Spring,Year 2011,Dec,Not A Holiday,Fri,Working Day,Clear:Good,12.778347,15.9406,63.6667,9.000579
365,665,1820,2485,Spring,Year 2011,Dec,Not A Holiday,Sat,Not A Working Day,Clear:Good,16.81,20.70605,61.5833,14.750318
